,0,1,2,3,4
67,0.06654897,-0.22707722,-0.11468001,0.091852576,0.043759152
68,0.039455093,-0.6364984,0.05627472,0.20779973,0.061342306
69,-0.050744697,-0.10439955,0.098012336,-0.06500634,0.12134492
70,0.018715978,-0.34724376,0.4988744,-0.2779929,0.17077301
71,-0.037376214,-0.093038835,0.18173324,-0.026638981,0.0034127815
72,-0.1805236,0.11966944,-0.05320248,0.16838698,-0.12253746
73,-0.056601256,-0.02807136,0.32062313,-0.11735837,-0.01479327
74,-0.23401317,0.067214586,-0.37792143,0.3875694,-0.11143874
75,-0.114400834,-0.13772191,0.14848682,0.18780765,-0.11532972
76,-0.26357853,-0.0091403425,0.13050671,-0.09085712,0.16586469
77,-0.07636654,-0.17660277,0.38475358,-0.032740608,0.053832795
78,-0.030404963,-0.017632032,0.24716917,-0.046629384,-0.035942685
79,-0.12130489,0.09277073,-0.010378032,-0.010224856,0.02784844
80,0.0036699437,-0.16916445,-0.14719464,0.17905343,0.042923924
81,-0.04140512,0.3248807,0.27856362,-0.1482805,-0.24301995
82,-0.47235727,0.5258031,0.38650987,-0.28783223,0.005189412
83,-0.07047063,0.21764988,-0.13143052,0.045406826,-0.10050459
84,0.2132999,-0.076936886,-0.23567946,-0.072034076,0.10494588
85,-0.14016147,0.26420605,0.12895072,-0.20020774,0.039571565
86,0.07041679,-0.12546499,0.1972409,-0.0007866468,-0.05628809
87,0.32096863,-0.31799844,0.1620455,-0.2607781,0.13543667
88,-0.1325998,0.10604427,-0.079029046,0.0809321,-0.06951784
89,-0.015673898,0.09398156,-0.16768406,0.044942576,0.028317457
90,-0.12796287,0.16729303,0.32148516,-0.16663682,-0.06455665
91,-0.034030326,0.024518881,-0.3622763,0.35229105,-0.14672188
92,0.22235434,-0.6631669,0.4348127,-0.21205874,0.2433019
93,-0.16208278,0.3022381,-0.13899876,0.029773196,-0.0833442
94,-0.086957306,-0.17376328,-0.045205332,0.16322698,0.026276384
95,0.08389544,-0.19253144,0.26473475,-0.054066863,0.0005990066
96,0.18204378,-0.28213716,0.08366165,0.005542248,0.07319985
97,0.037423875,-0.15132977,-0.19334082,-0.010807533,0.18830192
98,-0.05401435,0.13505228,0.06307963,0.023656752,-0.1395587
99,0.09708266,-0.16424888,-0.114537425,0.17955422,-0.08370452
100,-0.018192487,0.048255607,-0.10572144,-0.028881121,0.09787621
101,0.049730346,-0.25485477,-0.15890117,0.22458391,-0.023262605
102,-0.3484988,0.5810045,-0.08215787,0.073063,-0.19189766
103,0.05612865,-0.06823559,-0.11864669,-0.05190193,0.106462166
104,-0.13109297,0.15831721,-0.00030780968,0.1516019,-0.13592392
105,-0.082332335,0.26707613,-0.21511754,0.16796628,-0.1730705
106,0.004043859,-0.16178466,0.03182437,0.010531688,0.063366406
107,-0.111506,0.10373283,-0.079803884,0.06370131,-0.030644864
108,-0.19166422,0.31490952,-0.08947064,0.0007361635,-0.072084896
109,0.02780067,-0.13374105,-0.2442842,0.16005826,-0.0065547354
110,-0.09240232,0.12172487,0.17681874,-0.068932116,-0.013504804
111,0.014820239,-0.029590154,-0.060867388,0.03128991,-0.022563355
112,-0.18510075,-0.25998804,0.107405424,0.14342378,0.021982042
113,-0.052387487,-0.021589972,-0.3761463,0.088752426,0.15213582
114,-0.10660351,0.04771698,0.16787893,-0.11345217,0.03896444
115,0.10999345,-0.1346351,0.35378867,-0.18549871,0.03304417
116,-0.5258518,-0.40641835,-0.17061476,-0.09819211,0.31581432
117,0.010694176,-0.13829967,0.07155957,-0.018429216,-0.0627441
118,-1.5913633,0.5039725,0.025857247,-0.37221023,0.081586234
119,0.35228324,-1.4157933,0.51546955,-0.56032705,0.15222907
120,0.29772305,-0.32165655,0.013919166,-0.2734719,0.18188831
121,0.6748047,-0.921759,-0.7512636,-0.84089744,0.6318869
122,-0.6942016,0.38489702,0.34605116,0.38128725,-0.7644695
123,-0.01603334,-0.2551779,0.27047804,-0.2549858,-0.12930903
124,-0.0012289248,0.63715535,-0.94909906,0.24980435,-0.8479016
125,-0.47444725,-0.519735,-0.1511217,0.6609991,-0.15907452
126,-0.055898346,-0.47123322,-1.1325593,-0.11630803,0.534136
127,-0.80391383,1.1130055,0.18327539,-0.18418649,-0.5474826
128,0.7135389,-0.6483851,-0.0381153,-0.38464278,0.308522
129,-0.0007318994,-0.78127956,1.2561686,-0.5384439,-0.8634115
130,-1.6243021,0.62295735,0.13685262,0.035006806,-0.8199965
131,0.25546193,-0.06941738,-0.50705516,0.16776824,-0.31633216
132,-0.8963721,0.22913046,0.26382604,0.42909384,-0.48609132
133,-0.21716867,0.27316028,0.6561058,-0.43647924,-1.1111264
134,-1.62554,0.12585603,0.7173804,-0.27031448,-0.6146226
135,-0.64618737,0.5158108,-1.0944066,0.90200937,-0.7831662
136,-1.0599886,-1.1245522,1.1990082,-1.011545,-0.8894089
137,0.061059926,-0.00059291325,-1.5251333,-0.07583853,0.36254755
138,0.8195196,-0.46717137,-0.5901225,-0.56962115,-0.800734
139,-1.5036044,-0.08840554,0.008136572,-0.4389827,0.53826594
140,-0.25655842,-0.2664969,0.24016616,-0.41168877,0.521475
141,-0.23361228,0.45330834,0.18136014,-0.19909984,-0.052670576
142,-0.8213225,-0.98325217,0.9616225,-0.69032913,-0.93100345
143,-0.6677757,0.28126633,-0.3261815,-0.9022909,1.1262157
144,0.48240128,-0.3716269,-0.41519797,-0.36939067,-0.46663424
145,-1.2413088,-1.7334576,1.1072738,-1.3267148,-0.8932157
146,-0.72910744,0.58751917,-0.6053311,-0.027714036,-0.13095784
147,-0.844848,-0.6259698,-0.4563336,0.17295285,0.029422568
148,0.5952112,-1.0300927,-0.9228572,-0.117477864,0.3425932
149,-0.99223584,0.4121119,-0.75743294,-0.23503406,0.24396113
150,0.4563848,-0.3492846,-0.43848306,-0.3725194,-0.48421097
151,-1.1314396,-1.3482598,-1.1716306,1.004845,-0.25007653
152,-0.6809247,-0.902055,1.093821,-0.8421771,-0.9834026
153,0.17714728,0.03133383,-0.31884715,-0.039753694,-0.19578266
154,-1.2215428,-1.1980261,1.4319195,-1.1662658,-1.3873833
155,-1.1684365,-1.21542,1.1303387,-1.1047244,-0.5273904
156,-0.5298918,-0.73689616,-0.24350289,-0.18638386,0.48513192
157,-1.2074283,-0.9310732,-0.025386607,1.3370299,-1.3187089
158,0.009561882,0.18978097,0.4771854,0.099782206,-0.52025735
159,0.30768865,-0.19464782,-0.8943416,-0.020091841,-0.109653674
160,-0.4776492,-0.43195257,-0.56088835,0.076430276,0.28464377
161,-0.33407557,-0.26347473,-0.04018479,-0.61767167,0.64977634
162,0.7659244,-0.4047676,-0.52320313,-0.4035637,-0.6476596
163,0.5781335,-1.08887,-0.21123593,-0.5773231,0.7371798
164,-1.639886,-1.9134642,2.001202,-1.8067361,-1.7633054
165,-0.090951696,-0.06269377,-1.202037,0.040938217,0.31663674
166,-0.5468978,0.50751185,-0.6803287,0.40525433,-0.41851324
167,0.09858731,-0.06854692,-0.08815592,0.014756495,-0.06835304
168,-0.22008763,-0.4158053,-0.481147,0.8385584,-0.82344574
169,-1.310079,0.62054175,0.015234623,-0.45561963,-0.50171286
170,-1.0476949,0.39730543,-0.87516576,-0.36923432,0.4679981
171,-0.88431627,0.124921426,-1.6049863,0.34748968,-0.47645682
172,-1.0110115,0.12403185,0.74315643,-0.84391344,-0.44204554
173,-0.24655361,0.55801094,0.108605415,-0.47203496,-0.009053245
174,0.08375376,0.20011178,0.4471398,-0.82997483,0.17275307
175,-0.76775706,-1.4324834,0.08799786,1.2459023,-1.3700727
176,0.33870855,-0.5091035,-0.66114867,0.38630387,-0.06879376
177,-0.9721424,-1.3803782,1.299501,-1.176689,-1.0802871
178,-0.30408862,0.09020265,-0.21995057,-0.5583066,0.6893783
179,-0.60558516,-0.57042354,0.7645781,-0.26319164,0.32614407
180,-1.6941081,0.8095968,0.3070419,0.31371444,-0.43170556
181,-0.15295501,-1.2001266,0.8143139,-0.47137362,-0.26207533
182,-0.055168387,0.62216526,-1.1439798,-1.1682345,0.25904024
183,0.061833158,-1.5953188,-0.14924894,-0.43646592,0.545916
184,-0.8218011,-0.7981349,1.0323185,-0.6500497,-0.34973088
185,-0.32528678,-0.20222053,0.393838,-1.2742416,0.140204
186,-1.0046898,1.5923797,-1.5923551,-1.0486122,-0.8504929
187,-0.5042755,-0.19657075,0.21873952,-0.11073979,0.15409519
188,0.40818194,-0.79741824,-1.425665,0.3522947,-0.10788453
189,-0.59898144,0.23606344,0.21254335,-0.57421196,-0.7804679
190,-0.6725972,-0.9757106,0.9345519,-0.7394304,-0.90181375
191,-0.4231115,-0.6485178,0.25184265,-1.2572123,0.117676444
192,0.39859357,-0.7797645,-0.3782292,0.0632933,0.030719042
193,-0.38383925,-0.11066643,-0.13276343,-0.42333403,0.67054635
194,0.50673705,-1.1425384,0.032537505,-0.6448557,0.18489335
195,-0.32603693,0.112962216,0.8638643,-0.8840968,0.19580151
196,-0.78076464,-0.70536274,0.7894886,-0.80539495,-0.6869525
197,-0.2523844,-0.71110076,0.36319804,0.25940272,-0.3245608
198,-1.1277858,0.27556145,-0.41796008,0.4118438,-0.4468117
199,-0.12366788,-0.12062315,0.45881182,-0.2805806,0.019772764
200,-1.1337972,0.4059924,-0.4762458,0.46770194,-0.054531656
201,-0.2592454,-1.6227165,-0.8484242,-0.30952096,0.5348296
202,-0.03916617,-1.0677915,-0.64900976,-1.1976922,1.1943729
203,0.07454304,-0.90763664,-0.8285559,0.5447665,-0.05966473
204,-0.43739867,0.61050016,-1.1121088,-0.65115464,0.9118698
205,0.34490472,0.015983991,-0.5218947,-0.9650788,0.6755746
206,0.4196694,-1.8967009,0.22565487,-0.0786877,0.10728982
207,-0.5811289,0.66832995,-0.031084152,0.27122906,-0.5061008
208,0.49711826,-0.32003424,-0.028323308,-0.007050119,-0.2702662
209,0.3727348,-0.4642137,-0.4772316,-0.048154444,0.15339795
210,0.6494058,-0.45967695,-0.026795957,-1.7988913,1.1196342
211,0.08954984,-0.01677881,0.36035556,-0.13959153,-0.8674001
212,0.5884731,-0.09242995,-0.13296507,-0.7803966,0.45793292
213,0.016060216,-0.06898725,-0.0012296605,0.31315792,-0.43167594
214,0.4629158,0.2930403,-0.66910344,-1.0104066,0.5838621
215,-0.9962667,0.10065378,0.032414906,-0.34494668,0.5448551
216,-1.1379106,-0.870002,-1.3433683,-1.2218776,1.3902701
217,-0.43395492,-0.12503195,-0.017793154,0.15189154,-0.05330355
218,-0.5680043,0.3411125,0.38085926,-0.92672044,0.19633108
219,0.22880891,-0.5706588,-0.17838608,-0.9392231,0.68521386
220,-0.06838028,-1.192072,-0.97011554,-1.412323,1.0795267
221,-0.04260958,0.64327115,-1.4522114,-0.21587525,-0.9889309
222,-0.6409632,-0.6200823,-0.013790605,0.17090571,0.17465524
223,-0.018502612,-0.30969268,-0.85279065,0.87003183,-0.84625554
224,-0.571461,-0.6882858,0.46383736,-0.98028445,1.0626653
225,-0.510492,-0.41093713,-1.3367903,0.12218953,0.52935225
226,-0.78783077,-0.84301704,0.8217683,-0.6587805,-0.8241557
227,-0.124450274,-0.38294247,0.30756375,-0.60386485,0.37868345
228,-1.4969137,-0.63011396,0.91960305,0.7107709,-0.9078729
229,0.72779346,-0.7165644,-0.5180407,-0.6866532,-0.6004325
230,-0.49459282,-0.8521933,-0.16518064,0.8144383,-0.83850867
231,0.16660948,0.25417933,-0.0025629667,-1.1260024,0.52781063
232,1.1005652,-0.559184,-0.7108914,0.2248729,-1.227214
233,-0.81336194,-0.8033845,0.73076206,-0.8941392,-0.67471373
234,0.26968968,-0.53656006,-0.43376243,-1.48406,0.65514016
235,-0.564,0.86401045,-0.47079286,-0.5486585,0.26407185
236,-0.91254634,0.8804391,0.30792412,-1.0923359,-0.50849324
237,-0.25931263,0.5249834,-0.87448525,-0.22737549,0.059279054
238,0.9136716,-0.78931147,-0.72253835,-0.9550548,-0.68659
239,0.44649017,-0.59927994,0.79779357,-0.0057258066,-0.66061985
240,-0.0026358254,0.10112401,-0.020222545,-0.29372308,-0.041352443
241,-1.0916487,0.07370617,-1.3601177,0.17357028,0.10516333
242,-0.16327082,-0.08404865,-1.0842748,0.14878464,0.034434177
243,-0.19561358,-0.0024363997,-0.37532523,0.31489602,-0.22992286
244,-1.0135643,0.5143828,0.61999935,-1.5924675,-1.1277122
245,0.2703615,-0.39879864,-0.8226141,-0.43999237,0.6474409
246,-0.12941241,0.432214,-0.4964143,-0.99435323,0.21908861
247,-0.0133799715,-1.3414527,-1.4399463,-1.5828705,1.7026725
248,0.20558055,-0.2779983,-0.88673264,0.11505843,0.029623518
249,-0.022989236,-0.29387167,-0.8569747,-0.12559381,0.39163855
250,-1.5678049,0.6859523,-0.101894885,0.036715675,-0.28521457
251,-0.542018,0.011377642,-0.29166493,0.3174879,0.08520688
252,0.13057151,-0.16300146,-0.012704889,-0.5585728,0.37483907
253,0.11872806,-0.70793426,-0.57909673,0.39948612,-0.28356865
254,0.11076327,0.19243793,-0.6561541,-0.577282,-0.034483474
255,-0.096328884,-0.07277268,0.017620128,-0.013045809,-0.10048299
256,-1.2798585,0.20167416,1.1053989,-0.61851144,-0.781458
257,0.5114253,-0.6932075,-0.069246754,-1.0985682,-0.018638803
258,-0.6927833,0.22506936,-0.5037637,-0.011533777,-0.66933846
259,-0.6218075,-0.0043841824,-0.31072462,0.283392,-0.19600494
260,-0.923394,-1.003404,-1.128014,0.64534825,-0.29318267
261,0.30044293,0.17625368,-1.113791,-0.14526378,0.324247
262,0.109264575,-0.9441563,0.013876744,0.07711976,0.2612809
263,0.26063186,-0.92168427,-1.4563822,0.5727229,-0.2816828
264,-0.07592647,-1.1620264,-1.3499719,0.45935437,-0.2848223
265,0.27773955,-1.3730705,0.35718933,-1.0301648,0.5151438
266,0.08867512,0.19328298,-1.5603553,-0.28625876,0.12481624
267,-0.20743223,0.25437903,0.34346816,-0.19290213,-0.15571077
268,-0.20732236,0.2943138,-0.86858517,0.46966636,-1.0767571
269,-0.8602568,-0.87925345,-0.90644145,-1.0848427,1.1031533
270,0.52404374,0.053986594,-0.63191855,0.54900664,-0.86529255
271,-0.9212446,0.6067325,0.05032041,-0.9608861,-0.91968954
272,-0.35590136,-1.6984864,-0.4626119,0.7642572,-0.4869287
273,-0.16985343,-1.3071645,-1.2520467,0.002024446,0.3841161
274,0.5348536,-1.0028148,0.83320206,-0.9035957,-1.0642885
275,-0.8403628,-0.63105124,1.0501521,-0.77706194,-0.46651626
276,0.5616367,-1.4730812,1.4074283,-0.81833786,-0.5663157
277,0.19034775,-1.2603756,0.16005619,0.25325167,-0.17514627
278,-1.3329322,-0.2990985,0.3172143,-0.7141058,0.3830558
279,-1.2115548,0.19857673,-0.59612334,0.24821936,0.11026113
280,0.2906263,0.05867959,-2.0859044,0.17986846,0.0671627
281,0.46553454,-0.4780012,-0.17502224,-0.18676586,0.18475202
282,-1.0310817,-0.81566685,-0.88576883,0.31983554,-0.1467873
283,-0.895176,0.0017248925,0.5223461,-0.5991966,-0.475334
284,-0.9779193,-1.35507,0.90240365,-0.82330364,-0.514357
285,0.13129134,-0.262979,0.4590033,0.02324222,-0.36239275
286,-0.31428224,-1.200438,0.13470563,0.8341057,-0.8627712
287,-0.9649393,-0.2885273,-0.3578994,-0.0966428,0.6388702
288,0.44925678,-0.02410261,0.22379026,-0.98923916,0.047074944
289,-0.20169248,-0.5861606,-1.4143287,0.3018695,0.1322064
290,-0.55294806,-0.5910232,0.72494894,-0.5688018,-0.61638886
291,0.33866453,-0.22419287,-0.33995584,-0.35505643,-0.31471932
292,0.4913817,-0.08293324,-0.3126737,-0.23340051,-0.52580214
293,0.4767665,0.1530383,-0.056440786,-0.5632344,0.07934116
294,-0.29160354,0.45420748,0.8752733,-1.0408975,-0.10875734
295,0.08297594,0.18586847,-0.35062045,-0.51458204,0.4211308
296,-0.5212985,0.46447197,0.21170689,-1.3784904,0.42058215
297,-0.90251344,-0.07572991,0.13109647,0.32350352,-0.10678146
298,0.58005124,-0.53329885,-0.48506063,-0.49093616,-0.41277492
299,0.58632904,-1.121145,0.5834441,-0.5752268,0.05803263
300,-0.39763895,-0.36952493,0.9097245,-0.20667922,0.09084304
301,-1.4616873,-1.0879681,1.0071048,-1.0821371,-0.4463261
302,-0.37801585,0.6332442,0.3020389,-1.4631586,0.539261
303,-0.042633377,-0.42503473,-0.99980897,0.11619946,0.091324456
304,0.25705364,0.015174546,-0.15251523,0.020873163,-0.31481463
305,-0.5949316,0.13829893,-0.75718915,0.753689,-0.94022036
306,-0.036923133,-0.13431026,-0.6525135,-0.6674787,0.77001727
307,-1.5065519,-2.0421505,2.1251004,-1.0551275,-2.135044
308,-0.64909106,0.60569334,-0.48909903,-0.56529605,-0.45677054
309,-1.4113525,-0.50060153,0.9292208,-1.5459203,-0.8001129
310,-0.62028265,-0.6578036,0.7213251,-0.62800324,-0.78751415
311,-1.2946805,-0.21106713,-0.025946574,-0.34683502,0.6694569
312,0.68778706,-0.5905133,-0.4360112,-0.66724986,-0.59001005
313,0.0960435,0.076862164,-1.2306603,-0.13367352,0.33895823
314,-0.642871,0.3204737,-0.16482705,0.695256,-0.79132473
315,0.24922155,-0.2530824,-0.4594632,0.15907334,-0.106159694
316,-0.44560575,0.5347023,-0.5505858,-0.46125162,-0.56438845
317,-0.5070657,-0.24675994,1.1272296,-0.5352676,0.31808472
318,0.09725611,0.046174496,-0.51427776,0.07076188,-0.14282496
319,0.52117825,-1.1906153,-1.2105666,-1.1321106,1.1223757
320,-1.109187,-1.1089866,-0.7330502,-0.0154931145,0.30113035
321,-0.35894758,0.5210987,0.136718,0.04842055,-0.34900555
322,-0.79623806,0.6036252,-0.73925775,-1.2076062,0.8581314
323,-0.45251766,0.23981582,0.47918323,-0.533507,-0.34486476
324,-0.37521186,-0.4110629,0.25410813,-0.3905787,0.43432352
325,0.5234683,-0.1867832,-0.2581603,-0.1818215,-0.7017928
326,0.09091986,-0.002266223,0.20237236,0.2391988,-0.7139338
327,-0.038814373,-1.1520942,-1.060262,0.36361626,-0.08567787
328,0.22391957,-0.65420115,-1.1188796,-0.024093833,0.32389253
329,0.5369299,-1.6076279,-0.5828177,-0.122145146,0.5902217
330,0.4237746,-1.249223,-0.011791895,-0.7340202,0.6816255
331,-0.8260829,0.53443664,-0.019209951,-0.7718938,0.60641927
332,0.008686897,-0.22141863,0.4892589,-0.23329794,-0.32960203
333,-0.60524404,0.18627036,-0.4632053,-0.022602856,0.4244882
334,-0.4157505,-0.062705584,-0.12543054,-1.446737,1.0159506
335,-1.1647267,0.10981416,-0.17749853,0.37699795,-0.08851154
336,-1.7885675,-1.6757503,1.916398,-1.1232076,-1.74083
337,0.41949913,-0.05040873,-0.47603536,0.34593797,-0.3402835
338,0.13970743,-1.2993007,-0.35860017,0.10190165,0.11433245
339,-1.2120416,-0.9629975,-1.3284936,-1.4948528,1.5052223
340,0.0777,0.4240808,-1.7000409,-0.5410257,0.09170953
341,0.37883666,-0.30926463,-0.10106772,-0.5164371,0.3382737
342,-0.45367953,-0.85198873,-0.7595379,1.3124912,-1.3407117
343,-1.0683719,-1.1204727,1.1061226,-1.1033564,-0.58730674
344,-0.19387327,0.20594311,-0.53936577,0.11697331,-0.1733255
345,-0.06864978,-1.1718581,-0.87501746,0.31595394,0.09827757
346,0.374484,0.60742074,-0.41998816,-1.9107908,0.63035804
347,-0.24339026,-0.33767408,0.54751825,-1.3359796,0.91815084
348,-0.36280492,0.13041131,0.4700172,-0.3644209,-0.011501781
349,-0.44113472,0.9497165,-0.0040758257,-0.6444068,-0.14445889
350,0.7686237,-0.52174467,-0.55003136,-0.57836556,-0.6234964
351,-0.5595145,0.36300912,-0.30672243,-0.7472703,-0.2670649
352,0.27475035,-0.9441201,-0.16061129,-0.17922424,0.34585744
353,0.55820704,-0.16708788,-1.0704701,0.18076846,-0.21281496
354,-0.9844234,0.17078452,0.14136396,0.12221357,-0.13967095
355,-0.74631715,-0.7632888,-0.19263098,-0.021651825,0.5771114
356,0.5769584,-1.207687,-0.15093657,0.6919202,-0.83938354
357,-0.98567104,0.21877044,-1.9705064,0.107506044,0.06985938
358,-0.09200758,0.36037764,0.36415234,0.10960092,-0.6308819
359,-1.196039,-0.14573826,0.25864345,-0.5587045,-0.11915036
360,0.24299994,0.08837447,-0.81346893,-0.9243983,0.030903505
361,0.8188223,-1.3867425,-0.15868613,0.07741448,-0.1110027
362,0.60243285,-0.84589,-1.0463628,-0.3481305,-0.22365649
363,-0.21043578,-2.0804355,0.94710076,-0.3341831,-0.65330714
364,-0.35005078,0.39311048,-0.9145857,0.1134816,0.08293459
365,-0.46463022,-0.6624832,-0.06862746,1.1174808,-0.8348645
366,-2.0342872,0.34535,-0.7850422,0.15927029,0.0045808754
367,0.76592845,-0.8550183,0.5689778,-0.020341828,-0.8517952
368,0.30795735,0.07194944,0.47305697,-0.41997617,-0.7442678
369,-0.4972105,0.33126453,-0.6550166,-0.266409,0.4605012
370,-1.0902696,-0.35410485,-0.9590055,0.34577072,-0.19091037
371,-1.7052233,-0.9868061,-0.46844786,0.8059113,-0.3049158
372,0.52207047,-0.47928542,0.77482563,-0.45304933,-0.11546831
373,-1.3530854,0.96558,-0.636245,-0.5912898,-0.047391
374,-0.09859891,-0.6608203,0.45534974,0.49348497,-0.3955904
375,-1.0844305,1.0006993,0.21955997,-0.2696305,-0.39590377
376,-0.5278708,-0.7117846,0.48957515,-0.2015021,0.41034183
377,-1.1422731,0.46153367,-1.2956712,0.5832777,-0.9586967
378,-0.15988459,-1.588319,-0.03904609,0.10169279,-0.079042494
379,-0.68144256,-0.9012417,-0.304916,-0.7030656,0.5675196
380,0.59719205,-0.97092986,-0.9476443,-0.7205366,0.37340587
381,0.06821515,0.19363394,-1.0088739,-1.3005872,1.0197161
382,-0.9936743,0.047864955,-1.5534539,0.47064435,-0.01951104
383,-0.71254927,-0.11564774,0.45943576,-0.5705203,0.5646716
384,0.138028,-0.75616556,-1.3805164,0.7096221,-0.29722172
385,-0.22157031,0.27261868,0.3544831,-0.3508832,0.09729143
386,0.3205698,0.13101858,-0.4482167,0.28991687,-0.6040684
387,0.8421389,-1.3455862,-1.0926038,0.64556354,-0.19363412
388,-0.37454015,-0.521193,-0.07226511,0.1959937,0.13170326
389,-0.23653258,0.41214672,-0.5877898,-0.42040908,0.097975284
390,0.20928988,-0.87676185,-0.33799487,0.06180457,-0.2083813
391,-0.7479192,-0.8972799,0.8741912,-0.6279211,-0.84152585
392,-0.19359334,-0.75729036,0.36562842,-0.45658365,0.17563802
393,-0.733572,0.22048205,0.6809417,-0.5491728,0.46116433
394,0.11956106,-0.601515,-0.4231642,0.46573982,-0.31311265
395,0.23892124,0.09319616,-0.14078349,-0.65719426,-0.6139596
396,-1.9541799,0.469722,-0.9493096,0.07018575,0.03466868
397,-1.6316674,-0.16365418,-0.7323698,-0.53377503,0.8282926
398,-0.41701704,0.39048395,-1.2998407,0.45408964,-0.42235214
399,0.09046476,-0.29524752,-0.032246824,0.50624275,-0.76327026
400,-1.3879473,-0.060839713,0.37261224,-0.07317315,0.13918202
